r,l,t
0.28,32,16.892378
0.36,32,16.926383
2.82,10,16.931063
2.77,14,16.937268
2.79,12,16.94262
2.79,14,16.949288
2.79,10,16.953976
2.77,14,16.960192
2.78,16,16.967231
2.76,18,16.975004
2.78,14,16.981292
2.78,12,16.986722
2.75,12,16.992089
2.75,10,16.996571
2.78,12,17.002023
2.81,22,17.011571
2.74,12,17.016953
2.73,14,17.024219
0.3,32,17.039677
2.74,10,17.044289
2.75,10,17.04882
2.81,20,17.057598
0.37,28,17.069472
2.86,22,17.078954
2.74,12,17.084294
2.75,14,17.090488
2.79,14,17.100585
2.86,22,17.110131
2.79,16,17.11718
2.83,14,17.123461
2.85,20,17.13216
2.85,16,17.139193
2.92,26,17.15035
0.38,22,17.159833
2.79,14,17.809999
2.79,12,17.815328
2.84,16,17.822286
2.74,10,17.826674
2.78,10,17.831132
2.74,10,17.835576
2.85,16,17.842447
2.75,14,17.848383
2.79,10,17.852697
2.74,12,17.857844
2.86,18,17.865695
2.74,10,17.870091
2.84,20,17.878744
2.84,18,17.886376
2.75,12,17.891996
2.75,16,17.899078
2.74,10,17.904854
2.78,10,17.910064
2.75,12,17.918393
2.83,14,17.927548
0.37,32,17.942014
2.75,12,17.947427
2.81,14,17.954546
2.78,16,17.96151
2.75,10,17.96601
2.79,12,17.971198
2.75,12,17.976434
2.74,10,17.980805
2.73,10,17.985527
2.76,14,17.991815
2.82,16,17.998976
2.68,12,18.004245
2.79,12,18.009631
2.82,20,18.018598
2.74,12,18.037073
2.74,10,18.041619
2.78,10,18.046087
2.79,20,18.054764
2.79,18,18.062557
2.87,14,18.06881
2.83,18,18.076638
2.82,14,18.08275
2.82,12,18.088156
2.74,12,18.093424
2.75,12,18.098793
2.69,10,18.103321
2.79,12,18.10873
2.76,10,18.113287
2.85,18,18.12112
2.82,14,18.127372
2.82,16,18.134422
2.86,18,18.142337
2.75,12,18.151292
2.78,14,18.157562
2.82,18,18.165633
2.82,14,18.171866
2.78,10,18.17643
2.74,10,18.181474
2.74,10,18.186212
2.78,10,18.190959
2.79,14,18.197109
2.76,12,18.202476
2.85,18,18.210438
2.78,10,18.214952
2.69,10,18.219483
2.75,12,18.224996
2.74,16,18.231858
2.9,18,18.239885
2.74,14,18.246259
2.79,10,18.250881
2.74,12,18.256444
2.74,14,18.262704
2.75,12,18.26816
2.79,30,18.281104
2.79,14,18.287695
2.81,14,18.294345
2.77,14,18.300711
2.86,16,18.308181
2.85,22,18.318008
0.31,32,18.333163
2.85,14,18.340537
2.82,16,18.347588
2.75,10,18.352224
2.82,14,18.358429
2.83,26,18.370736
2.75,10,18.375422
2.79,18,18.383156
2.76,10,18.387702
2.72,16,18.394594
2.75,12,18.399908
2.73,10,18.404392
0.34,20,18.413061
2.74,10,18.417518
2.74,10,18.421896
0.32,32,18.436841
0.38,30,18.45211
2.79,12,18.457401
2.74,10,18.461805
2.84,26,18.472651
0.42,26,18.48385
2.79,12,18.489144
2.74,12,18.499385
2.79,10,18.503848
2.74,12,18.509155
2.75,12,18.514394
2.82,12,18.519611
2.75,10,18.524033
0.39,26,18.537675
2.79,14,18.544887
2.76,18,18.552481
2.79,16,18.559264
2.82,14,18.565269
2.74,10,18.569547
2.82,16,18.576696
0.3,21,18.585444
2.74,12,18.59062
2.75,10,18.597788
2.77,10,18.602829
2.83,16,18.609674
2.79,14,18.615765
2.73,10,18.620204
2.78,14,18.62636
0.3,19,18.634461
2.74,10,18.640479
2.78,18,18.652198
2.75,10,18.658867
2.79,16,18.667349
2.73,10,18.671806
2.82,20,18.680305
2.79,14,18.686431
2.74,12,18.691782
2.78,12,18.697038
2.75,10,18.701563
2.75,12,18.706765
2.75,10,18.711174
2.76,12,18.716391
2.86,18,18.724165
2.75,12,18.729316
2.74,10,18.733677
2.69,14,18.739747
2.73,10,18.744177
2.78,10,18.749032
0.39,22,18.760744
2.73,12,19.41975
2.76,12,19.425163
2.72,18,19.432827
2.82,14,19.439059
2.75,10,19.443473
2.75,12,19.448658
2.79,10,19.453079
2.69,12,19.458299
2.74,12,19.463477
2.82,18,19.471036
2.79,10,19.475411
2.81,16,19.482263
2.75,14,19.488466
2.73,12,19.493681
2.78,14,19.503297
2.73,10,19.507997
2.69,10,19.512351
2.79,10,19.516719
2.79,16,19.523554
2.79,14,19.529562
2.82,14,19.536336
2.82,14,19.54255
2.73,10,19.546993
2.69,10,19.551381
2.78,14,19.557408
2.81,12,19.56259
2.74,10,19.566912
2.73,10,19.571358
2.81,12,19.576499
2.74,12,19.581615
2.82,10,19.586447
2.73,12,19.591678
2.77,14,19.597724
2.75,12,19.60317
2.82,18,19.616277
2.74,10,19.620797
2.74,10,19.625239
2.78,14,19.631278
2.75,10,19.63576
2.75,12,19.640999
2.75,10,19.645486
2.82,12,19.650691
2.79,12,19.655865
2.79,12,19.661143
2.74,10,19.665508
2.78,14,19.67155
2.79,10,19.675987
2.82,18,19.68381
2.77,12,19.68909
2.73,10,19.693461
2.74,10,19.697903
2.75,12,19.703225
2.79,16,19.71005
2.79,12,19.715253
2.74,10,19.719637
2.82,16,19.726451
2.75,10,19.730848
2.8,14,19.736948
0.32,32,19.75072
2.74,10,19.755349
2.77,14,19.761323
2.75,10,19.765666
2.78,14,19.771696
2.78,14,19.777713
2.75,10,19.782146
2.82,14,19.788293
2.75,12,19.793617
2.74,14,19.79994
2.73,10,19.804383
2.78,12,19.81117
2.78,10,19.818904
2.81,12,19.82431
2.78,16,19.831174
2.82,10,19.835983
2.73,10,19.840382
2.74,10,19.844695
2.78,14,19.850732
2.68,10,19.855107
2.73,10,19.859447
2.74,10,19.863946
2.75,10,19.868336
2.82,16,19.87519
2.82,10,19.879612
2.74,12,19.884859
2.78,14,19.891129
2.72,12,19.896379
2.82,20,19.905236
2.74,10,19.910269
2.68,10,19.914768
2.78,18,19.922485
2.73,12,19.927732
2.78,18,19.935352
2.8,14,19.942719
2.75,12,19.95128
2.75,14,19.960503
2.82,12,19.965913
2.74,14,19.973861
2.72,14,19.980274
2.74,10,19.984785
2.75,14,19.990881
2.73,10,19.995332
2.75,10,19.999731
0.35,32,20.013821
0.45,28,20.025607
2.75,12,20.030851
2.78,12,20.036172
